2.00E+05,1.19E+02
1.35E+05,1.11E+02
9.13E+04,1.09E+02
6.17E+04,1.07E+02
4.17E+04,1.07E+02
2.82E+04,1.08E+02
1.90E+04,1.08E+02
1.29E+04,1.08E+02
8.69E+03,1.08E+02
5.88E+03,1.08E+02
3.96E+03,1.08E+02
2.68E+03,1.08E+02
1.81E+03,1.08E+02
1.22E+03,1.08E+02
8.25E+02,1.09E+02
5.58E+02,1.09E+02
3.77E+02,1.09E+02
2.55E+02,1.10E+02
1.72E+02,1.11E+02
1.16E+02,1.12E+02
7.85E+01,1.14E+02
5.30E+01,1.17E+02
3.58E+01,1.21E+02
2.42E+01,1.27E+02
1.64E+01,1.35E+02
1.11E+01,1.49E+02
7.47E+00,1.72E+02
5.05E+00,2.05E+02
3.41E+00,2.60E+02
2.30E+00,3.42E+02
1.56E+00,4.68E+02
1.05E+00,6.42E+02
7.10E-01,8.99E+02
4.80E-01,1.27E+03
3.24E-01,1.81E+03
2.19E-01,2.59E+03
1.48E-01,3.75E+03
9.99E-02,5.36E+03
